t,pos,pos_d,vel,"cmd(thr,r,p,y)",fhat,fa_obs,dhat_xyz
16.670000,"[8.043914794921875, -4.659231662750244, -10.005992889404297]","[8.865242026993588, -4.101789874572291, -10.0]","[-1.90140700340271, -1.238648772239685, -0.006317215505987406]","[0.5913913863010574, 0.1568428980120583, -0.09314734834421706, 0.0]","[-0.5128847360610962, 0.8642060160636902, 0.07294387370347977]","[-0.4485729932785034, 1.9334484338760376, -0.04384613037109375]","[0.8810164482001273, -1.1818548296074576, -17.35521538422292]"
16.680000,"[8.015291213989258, -4.677560806274414, -10.006080627441406]","[8.841997197019575, -4.130176826445259, -10.0]","[-1.9150162935256958, -1.2051520347595215, -0.005383266136050224]","[0.5915205529768198, 0.1582043316969698, -0.09290848942237459, 0.0]","[-0.5157271027565002, 0.8775560855865479, 0.06960316002368927]","[-0.4482579827308655, 1.9381152391433716, -0.054106712341308594]","[0.8762460190055306, -1.1832927572167682, -17.356504357556233]"
16.690000,"[7.98646354675293, -4.695385932922363, -10.006155014038086]","[8.818531317576157, -4.158150764077387, -10.0]","[-1.9286001920700073, -1.1714578866958618, -0.004525605123490095]","[0.5916333582915455, 0.15952085579463265, -0.09266199425919946, 0.0]","[-0.5182728171348572, 0.8904748558998108, 0.06670431792736053]","[-0.447925329208374, 1.9423824548721313, -0.06399726867675781]","[0.8715054446386038, -1.1847821402111864, -17.357738991781023]"
16.700000,"[7.963254451751709, -4.7092814445495605, -10.006204605102539]","[8.794844975309097, -4.185708890098219, -10.0]","[-1.9394476413726807, -1.1443639993667603, -0.0038855436723679304]","[0.5917083444223133, 0.16184647898320648, -0.0961543284580378, 0.0]","[-0.5202381610870361, 0.9013234376907349, 0.06449762731790543]","[-0.3790507912635803, 1.7791105508804321, -0.0771188735961914]","[0.8669320035433469, -1.1863132312763438, -17.358932263683645]"
16.710000,"[7.928196907043457, -4.729513168334961, -10.006267547607422]","[8.77093876237572, -4.2128484487181215, -10.0]","[-1.9556852579116821, -1.1034985780715942, -0.0030070177745074034]","[0.5918148176768404, 0.16201645550286412, -0.09216028133116251, 0.0]","[-0.5224266052246094, 0.9145957231521606, 0.06214764714241028]","[-0.46413862705230713, 1.9930946826934814, -0.0814361572265625]","[0.8622397116087759, -1.1878828551637894, -17.3600788074428]"
16.720000,"[7.898759365081787, -4.745809078216553, -10.006307601928711]","[8.7468132764301, -4.239566726003846, -10.0]","[-1.9691919088363647, -1.0692408084869385, -0.0023325171787291765]","[0.5919124415785485, 0.16319058452524973, -0.09189460085470166, 0.0]","[-0.5253919363021851, 0.9263872504234314, 0.05836115777492523]","[-0.45719075202941895, 1.9847670793533325, -0.09007644653320312]","[0.8575820599752215, -1.189488312290328, -17.361159517819182]"
16.730000,"[7.869119167327881, -4.761590003967285, -10.006338119506836]","[8.722469120608134, -4.265861050149932, -10.0]","[-1.9827145338058472, -1.034790277481079, -0.0017042431281879544]","[0.592015859416964, 0.16430937259748496, -0.09160797488624145, 0.0]","[-0.5287525653839111, 0.9371143579483032, 0.05381742864847183]","[-0.4511864185333252, 1.979666829109192, -0.0978841781616211]","[0.8529631842375368, -1.1911159748534705, -17.362163472122518]"
16.740000,"[7.839276313781738, -4.776852607727051, -10.006359100341797]","[8.697906903512447, -4.291728791745874, -10.0]","[-1.996241807937622, -1.0001683235168457, -0.0011253355769440532]","[0.5920767928084397, 0.16538554909222483, -0.09128890533058275, 0.0]","[-0.5299743413925171, 0.9475908875465393, 0.05262497439980507]","[-0.45048433542251587, 1.9783227443695068, -0.10519027709960938]","[0.84835692783099, -1.1927621727379396, -17.363141422481398]"
16.750000,"[7.803197383880615, -4.794480800628662, -10.006373405456543]","[8.673127239197187, -4.317167364039071, -10.0]","[-2.012404680252075, -0.9584309458732605, -0.0005020856624469161]","[0.5921094231330405, 0.16505302917093, -0.08712530809726886, 0.0]","[-0.5296812653541565, 0.9596768617630005, 0.05377036705613136]","[-0.5194834470748901, 2.149796962738037, -0.11043262481689453]","[0.8435971908084481, -1.1944175976602582, -17.364127591219503]"
16.760000,"[7.772910118103027, -4.808595180511475, -10.006377220153809]","[8.648130747152672, -4.342174223193491, -10.0]","[-2.025808334350586, -0.9234862923622131, -3.069201920880005e-05]","[0.5921278556289982, 0.16598595734932628, -0.08677467636206079, 0.0]","[-0.529761791229248, 0.9703207612037659, 0.054071325808763504]","[-0.5005390048027039, 2.1055831909179688, -0.11870002746582031]","[0.838836186666657, -1.1960903336982514, -17.365111306431075]"
16.770000,"[7.742422103881836, -4.822185039520264, -10.00637435913086]","[8.622918052289902, -4.366746868544058, -10.0]","[-2.0391743183135986, -0.8883958458900452, 0.00040781061397865415]","[0.5921386703822915, 0.16687492539909002, -0.08641424792517081, 0.0]","[-0.5293906927108765, 0.980152428150177, 0.0548110231757164]","[-0.48647046089172363, 2.0739965438842773, -0.12601566314697266]","[0.8340684947853132, -1.197770151448797, -17.366099462316033]"
16.780000,"[7.711733818054199, -4.835247039794922, -10.006365776062012]","[8.597489784924935, -4.390882842846714, -10.0]","[-2.0524742603302, -0.8531897068023682, 0.0008168412023223937]","[0.5921129521130434, 0.16773396347986202, -0.08604306359604597, 0.0]","[-0.5269100666046143, 0.9900316596031189, 0.058447450399398804]","[-0.47893089056015015, 2.051985740661621, -0.13257789611816406]","[0.8292691307346488, -1.1994574312638817, -17.367135797407663]"
16.790000,"[7.68084716796875, -4.847780704498291, -10.00635051727295]","[8.57184658076313, -4.4145797325241425, -10.0]","[-2.065659999847412, -0.8178890347480774, 0.0011962810531258583]","[0.5920657199026735, 0.1685660934029868, -0.08568741931506231, 0.0]","[-0.5235129594802856, 1.000083565711975, 0.0630808025598526]","[-0.4728655219078064, 2.0350818634033203, -0.1389303207397461]","[0.8244280225187565, -1.2011542935183914, -17.36823552919663]"
16.800000,"[7.649763584136963, -4.859784126281738, -10.006329536437988]","[8.545989080883258, -4.437835167907122, -10.0]","[-2.0787360668182373, -0.7824884653091431, 0.0015532341785728931]","[0.5920249065370482, 0.16936382277732287, -0.08535347380141842, 0.0]","[-0.520676851272583, 1.0100139379501343, 0.06651207059621811]","[-0.4655972719192505, 2.0214314460754395, -0.14490604400634766]","[0.8195527822505272, -1.2028592198987202, -17.369380809226723]"
16.810000,"[7.6184844970703125, -4.871255397796631, -10.006303787231445]","[8.519917931721464, -4.460646823471494, -10.0]","[-2.091728448867798, -0.7469832897186279, 0.0018974270205944777]","[0.5923274728030136, 0.1701317708786688, -0.08503078110707596, 0.0]","[-0.5194750428199768, 1.0255423784255981, 0.04883116856217384]","[-0.4581192135810852, 2.01045560836792, -0.1446542739868164]","[0.814663598426804, -1.2046392258662466, -17.370255017605096]"
16.820000,"[7.587011337280273, -4.882193565368652, -10.006272315979004]","[8.493633785055122, -4.483012418070712, -10.0]","[-2.104642868041992, -0.7113847732543945, 0.0022315916139632463]","[0.5924171301461516, 0.17086963601230196, -0.08471231592846049, 0.0]","[-0.5170581936836243, 1.0368974208831787, 0.044978246092796326]","[-0.4524247646331787, 2.0029563903808594, -0.14712047576904297]","[0.8097464073368366, -1.2064441767049567, -17.37106556995371]"
16.830000,"[7.555344581604004, -4.892597198486328, -10.006237030029297]","[8.467137297986532, -4.504929715163955, -10.0]","[-2.1174774169921875, -0.6756953001022339, 0.0024986853823065758]","[0.5924319484203869, 0.17157478947376775, -0.08439875144025252, 0.0]","[-0.5140772461891174, 1.0469990968704224, 0.045177631080150604]","[-0.44771522283554077, 1.9974861145019531, -0.15174484252929688]","[0.8047949696149629, -1.208258968636526, -17.37187415394997]"
16.840000,"[7.523486137390137, -4.902465343475342, -10.00619888305664]","[8.440429132926488, -4.526396523039777, -10.0]","[-2.1302313804626465, -0.6399192810058594, 0.002709166845306754]","[0.5924226786643657, 0.1722462638777848, -0.08409234282328162, 0.0]","[-0.5110509395599365, 1.0566904544830322, 0.04611048102378845]","[-0.4431736469268799, 1.9929529428482056, -0.1573171615600586]","[0.7998092968818863, -1.2100786373637695, -17.372692543505178]"
16.850000,"[7.491436958312988, -4.911795139312744, -10.006155967712402]","[8.413509957577727, -4.547410695035279, -10.0]","[-2.1429083347320557, -0.6040611267089844, 0.0028968267142772675]","[0.5924114186187298, 0.17288325607506058, -0.08379165643153819, 0.0]","[-0.5080422163009644, 1.0661711692810059, 0.04690520092844963]","[-0.43876808881759644, 1.9892677068710327, -0.1624469757080078]","[0.7947901122933432, -1.2119005998511738, -17.373518880246625]"
16.860000,"[7.459197998046875, -4.920587062835693, -10.006111145019531]","[8.386380444918228, -4.5679701297507735, -10.0]","[-2.1555111408233643, -0.5681280493736267, 0.003072415478527546]","[0.5924024963223875, 0.1734879174599974, -0.08349474134756793, 0.0]","[-0.5048913359642029, 1.075494647026062, 0.047496650367975235]","[-0.4346863627433777, 1.9864301681518555, -0.16683578491210938]","[0.7897361868465024, -1.2137229956646074, -17.374350244685495]"
16.870000,"[7.426770210266113, -4.928839683532715, -10.006063461303711]","[8.359041273184397, -4.588072771259922, -10.0]","[-2.1680407524108887, -0.5321285724639893, 0.003239584155380726]","[0.5923973032972982, 0.17406178107240555, -0.08320096011941244, 0.0]","[-0.5015838146209717, 1.0847138166427612, 0.047830164432525635]","[-0.43087881803512573, 1.9839591979980469, -0.17055416107177734]","[0.7846461052655886, -1.2155446592385477, -17.375182816844852]"
16.880000,"[7.394155502319336, -4.936551570892334, -10.006013870239258]","[8.331493125854102, -4.607716609315326, -10.0]","[-2.1804983615875244, -0.4960674047470093, 0.0033994668629020452]","[0.592396685457989, 0.1746047182454223, -0.08291048146157544, 0.0]","[-0.4981965124607086, 1.0938396453857422, 0.04780768230557442]","[-0.42719560861587524, 1.981540560722351, -0.17374038696289062]","[0.7795193775005533, -1.2173645694359345, -17.376011314572953]"
16.890000,"[7.354771614074707, -4.9450907707214355, -10.005950927734375]","[8.303736691629593, -4.626899679549549, -10.0]","[-2.1953561305999756, -0.4527169167995453, 0.0035824915394186974]","[0.5924092550456759, 0.17293810155829234, -0.07861710214359191, 0.0]","[-0.4942265748977661, 1.1040884256362915, 0.04731344059109688]","[-0.48648595809936523, 2.1592612266540527, -0.17579936981201172]","[0.7741934144124837, -1.2191358182145975, -17.376827953857557]"
16.900000,"[7.321747779846191, -4.951610565185547, -10.005895614624023]","[8.275772664420279, -4.645620063671553, -10.0]","[-2.2076644897460938, -0.4165334403514862, 0.0037284838035702705]","[0.5924216657717754, 0.17336029540574766, -0.0783007999062224, 0.0]","[-0.49049150943756104, 1.113277792930603, 0.046552643179893494]","[-0.46708351373672485, 2.111750841140747, -0.17827796936035156]","[0.7688268935161364, -1.2209041096966469, -17.37762949784305]"
16.910000,"[7.288540363311768, -4.957587242126465, -10.005838394165039]","[8.247601743325383, -4.663875889658527, -10.0]","[-2.2199032306671143, -0.38030701875686646, 0.003867593826726079]","[0.592434106144426, 0.1737565672782838, -0.07797983483978013, 0.0]","[-0.48573556542396545, 1.1222668886184692, 0.046312637627124786]","[-0.4534948468208313, 2.0768051147460938, -0.18010616302490234]","[0.7634080083508321, -1.2226672633681657, -17.37842381014251]"
16.920000,"[7.255150318145752, -4.963020324707031, -10.005780220031738]","[8.219224632616468, -4.681665331943087, -10.0]","[-2.232034683227539, -0.344068706035614, 0.003998380154371262]","[0.5924412913291454, 0.1741395894157298, -0.07766313145592081, 0.0]","[-0.4790419936180115, 1.1316678524017334, 0.0471506230533123]","[-0.4448277950286865, 2.0512800216674805, -0.1813068389892578]","[0.7579144020883778, -1.2244307871890099, -17.379227159726852]"
16.930000,"[7.221578598022461, -4.967909812927246, -10.005718231201172]","[8.19064204171982, -4.698986611595825, -10.0]","[-2.2440314292907715, -0.30783700942993164, 0.004119773395359516]","[0.592449742147738, 0.17451105336668415, -0.07737084812102188, 0.0]","[-0.4720590114593506, 1.1410932540893555, 0.04758578911423683]","[-0.43658924102783203, 2.0302557945251465, -0.1825580596923828]","[0.7523438240313903, -1.2261957402335188, -17.380033542205066]"
16.940000,"[7.187828063964844, -4.972255706787109, -10.005656242370605]","[8.161854685198724, -4.715837996503214, -10.0]","[-2.2559101581573486, -0.27159813046455383, 0.004233943298459053]","[0.5924681425824089, 0.17486206203806193, -0.07710253676539261, 0.0]","[-0.46589067578315735, 1.1500080823898315, 0.04679756239056587]","[-0.42762327194213867, 2.012509822845459, -0.183837890625]","[0.7467071069405232, -1.227956572936356, -17.380824715035455]"
16.950000,"[7.153900146484375, -4.976058006286621, -10.005592346191406]","[8.132863282735595, -4.732217801540803, -10.0]","[-2.2676939964294434, -0.23534633219242096, 0.0043438877910375595]","[0.5924998402041811, 0.17519018037940276, -0.0768461482256234, 0.0]","[-0.45999619364738464, 1.158364176750183, 0.04521453008055687]","[-0.41944652795791626, 1.9986900091171265, -0.1846780776977539]","[0.7410083240468699, -1.22970706492968, -17.381588768016965]"
16.960000,"[7.119795799255371, -4.979316234588623, -10.005525588989258]","[8.103668559113986, -4.748124388741742, -10.0]","[-2.2793872356414795, -0.1990945190191269, 0.004450479056686163]","[0.5925418174337339, 0.1754997855048746, -0.07659704136324336, 0.0]","[-0.4538380801677704, 1.1663990020751953, 0.04321900010108948]","[-0.4127010703086853, 1.9877122640609741, -0.1850595474243164]","[0.7352450455378311, -1.2314439659819454, -17.38231948673534]"
16.970000,"[7.085516929626465, -4.982030868530273, -10.00545883178711]","[8.074271244200462, -4.763556167460562, -10.0]","[-2.2909865379333496, -0.16284926235675812, 0.004551505669951439]","[0.5925908478560876, 0.17579161113317426, -0.07635807610979492, 0.0]","[-0.4476352632045746, 1.1741704940795898, 0.040700264275074005]","[-0.4066442847251892, 1.9779810905456543, -0.1853160858154297]","[0.7294175252974939, -1.2331647828571355, -17.38300910657267]"
16.980000,"[7.051064968109131, -4.984201908111572, -10.005390167236328]","[8.04467207292637, -4.778511594532253, -10.0]","[-2.3024959564208984, -0.12660634517669678, 0.004644671455025673]","[0.5926482641086166, 0.17606170524381007, -0.07612954715460826, 0.0]","[-0.4416528642177582, 1.1815327405929565, 0.037532415241003036]","[-0.4007341265678406, 1.969236969947815, -0.1855297088623047]","[0.7235291573074767, -1.2348651934210657, -17.38364795724484]"
16.990000,"[7.0164408683776855, -4.9858293533325195, -10.005318641662598]","[8.014871785269445, -4.7929891744265705, -10.0]","[-2.3139238357543945, -0.09036554396152496, 0.004729714710265398]","[0.5927157137104548, 0.17630829237101026, -0.0759079997055491, 0.0]","[-0.4358004927635193, 1.188402771949768, 0.03378049656748772]","[-0.3951217532157898, 1.961707592010498, -0.1855792999267578]","[0.717582148775573, -1.2365398487738142, -17.384227322297587]"
17.000000,"[6.9816460609436035, -4.986913204193115, -10.005247116088867]","[7.984871126235332, -4.80698745939759, -10.0]","[-2.325275421142578, -0.05413272976875305, 0.004806716460734606]","[0.5927923289600703, 0.17653221236646724, -0.07569086125230828, 0.0]","[-0.4299639165401459, 1.1948699951171875, 0.029517658054828644]","[-0.3900030255317688, 1.9550215005874634, -0.18544864654541016]","[0.7115772803076792, -1.2381845138072964, -17.384739658555898]"
17.010000,"[6.946681499481201, -4.987453460693359, -10.005175590515137]","[7.954670845838939, -4.820505049628477, -10.0]","[-2.3365530967712402, -0.017911460250616074, 0.004874503705650568]","[0.5928766249376384, 0.17673305371098527, -0.07547718426692387, 0.0]","[-0.4241536855697632, 1.2009193897247314, 0.024768289178609848]","[-0.38527989387512207, 1.948675274848938, -0.18523788452148438]","[0.7055154283988645, -1.2397947852223814, -17.385177806281902]"
17.020000,"[6.911548137664795, -4.98745059967041, -10.005104064941406]","[7.924271699085706, -4.833540593371477, -10.0]","[-2.347759485244751, 0.018297888338565826, 0.004932600539177656]","[0.5929688778284226, 0.17690924666884084, -0.07526628746120283, 0.0]","[-0.4184303879737854, 1.2065527439117432, 0.0195261612534523]","[-0.3807864189147949, 1.942601203918457, -0.1849498748779297]","[0.6993981629562107, -1.2413662631185998, -17.385534519446033]"
17.030000,"[6.876247882843018, -4.986904621124268, -10.005027770996094]","[7.893674445952717, -4.846092787083076, -10.0]","[-2.3588991165161133, 0.05449320748448372, 0.004981493577361107]","[0.593167580677714, 0.17706180881684488, -0.07505699270848219, 0.0]","[-0.41278964281082153, 1.2134711742401123, 0.007944519631564617]","[-0.3763524889945984, 1.9366236925125122, -0.18292808532714844]","[0.6932269630196273, -1.2429149534793393, -17.38571471465374]"
